probeID,logFC,AveExpr,t,P.Value,adj.P.Val,B,UCSC_RefGene_Name
cg11643285,-0.14562631993471842,0.7938579302253025,-14.308622995720414,3.0225814938677077e-24,1.0954863011484488e-18,44.736055690394934,RFTN1
cg03687700,-0.13341963521922293,0.1435030248293497,-8.322589091923883,1.3595429140501491e-12,2.463722882554259e-7,18.119975990089195,FKBP1B;FKBP1B
cg03691818,-0.05325857793532468,0.06089851606887885,-6.721585772167925,2.021966155848709e-9,1.8838221539003235e-4,10.907592826103057,KRT77
cg25294185,0.08838936498452873,0.11700632709672211,6.61627258357653,3.232049866222876e-9,2.342809522429244e-4,10.446077448358198,RNASEH2C
cg25304146,0.09089543141207435,0.6685610462344274,5.9190735413202065,6.808134395275314e-8,0.0030843742267715165,7.454556861809193,WBP11P1
cg24016844,0.03296387829241727,0.06736087931445231,5.787678795634565,1.19336341227169e-7,0.004805727499591974,6.905243602724463,C1orf103;C1orf103
cg04946709,0.08984625181861505,0.7632535313499351,5.737625871377613,1.4759822462611576e-7,0.005349461494414164,6.69736688765213,LOC644649
cg06759085,0.15327032114348105,0.7813379545028122,5.6594207770994025,2.054404798970934e-7,0.006768964990093013,6.374147889807906,"NAB1"
cg25568337,-0.050936686266723485,0.15005778891023008,-5.405780815057624,5.928218301536586e-7,0.016527599014608547,5.339827674345431,ARID1B;ARID1B;ARID1B
cg02325951,0.11617985807814879,0.7159238167698426,5.361981107462809,7.103992631763735e-7,0.018197593648424572,5.163490701668749,FOXN3;FOXN3
cg12611723,-0.015397926070987146,0.043355593879607884,-5.248876930412875,1.1301211837457476e-6,0.025599646319356642,4.711403736970301,NPDC1
