probeID,logFC,AveExpr,t,P.Value,adj.P.Val,B,UCSC_RefGene_Name
cg24016844,0.03491569119097529,0.06861389334787024,24.61659167248123,1.3755901229550074e-72,5.699688894957925e-67,154.53194972175842,C1orf103;C1orf103
cg17238319,-0.13694255519038556,0.8010653892384485,-19.530117503089055,1.5059793271357888e-54,2.6928256953474218e-49,112.97881344973993,RFTN1
cg25294185,0.12614954659424776,0.14012846162585937,19.499331164008453,1.94969821912712e-54,2.6928256953474218e-49,112.72058222834383,RNASEH2C
cg00243574,0.03742083167621241,0.07207827435344304,14.947260563647413,1.0129100264155177e-37,1.0492355122378443e-32,74.2574933874293,HOXC4;HOXC5;HOXC4;HOXC6;HOXC6
cg11643285,-0.16233217872937056,0.7775977378306539,-14.460465883743405,6.070930450717243e-36,5.030919355204872e-31,70.17129632570494,RFTN1
cg12204423,0.01354289074471389,0.044554279793729105,11.77230722433419,2.387064077497783e-26,1.412954378844027e-21,48.14216709550466,PHF17;PHF17
cg22266749,0.08329075945683533,0.0881512204942892,9.866095552313864,5.976534846561866e-20,3.0954341637483455e-15,33.48836312946302,COL25A1;COL25A1
cg12052203,0.08525585176240112,0.07648896864801953,9.51991413962839,7.664438319522164e-19,3.528579661669346e-14,30.955657384310015,B3GNT1;B3GNT1
cg12451679,0.016758131518986905,0.054480437964608164,8.964004159296493,4.18428365441716e-17,1.733737010789478e-12,26.988900845204846,ZC3H4
cg24004478,0.005719594684071641,0.028465525414250462,7.825115980708049,9.906804113983199e-14,3.420695625506974e-9,19.30159944122054,UNC84A;UNC84A
cg24016624,0.008341757837739695,0.04208173436463684,7.71022286522143,2.0944019463421238e-13,6.675422880439441e-9,18.56249764045181,RELB
cg17612569,0.01841015316980236,0.04176980123721103,7.6417092410106005,3.262200385960899e-13,9.654831563721205e-9,18.125163820973498,GABPA;ATP5J;ATP5J;ATP5J;ATP5J;ATP5J;ATP5J
cg12198769,0.03285775672970964,0.17144862215402934,7.29633858929983,2.930339908345355e-12,8.094477928822375e-8,15.960489855654147,COX5B
cg03687700,-0.032431618315459786,0.059832624401903095,-7.223423377434988,4.619002523347218e-12,1.1961628753351893e-7,15.512203534193334,FKBP1B;FKBP1B
cg02859026,0.14165360018649592,0.5675749681147723,6.911950091425141,3.118219327158046e-11,7.600109335948827e-7,13.632751215508003,RAB11FIP3
cg04190002,-0.03485357277749507,0.3096686306674258,-6.456219666608099,4.5946397186361904e-10,1.0576477745657291e-5,10.990746687213191,SHANK3
cg23120345,-0.02167898882569752,0.8899882735721721,-6.351028795920612,8.394816530945407e-10,1.8307106607971446e-5,10.399874568990354,LOC285456
cg07852945,-0.01182704223577305,0.05229137673805239,-6.270768609229806,1.3233688680435748e-9,2.741656368147575e-5,9.953959038364568,TLE1
cg12611723,-0.009333296198585792,0.03654299609261632,-6.075839936222662,3.92872740698335e-9,7.751659797364363e-5,8.888973017638756,NPDC1
cg02325951,0.04479923248033402,0.7279869851147719,5.954895896399266,7.621225230258472e-9,1.4353711672870212e-4,8.241243372592626,FOXN3;FOXN3
cg12614687,-0.006302587908141526,0.03368529291288243,-5.74476269199877,2.3545659760224748e-8,4.241750605804488e-4,7.140122435685667,OTP
cg04946709,0.020101931239007276,0.8549595382910209,5.502144210640302,8.341273044728961e-8,0.0014400686582159256,5.9079815574515955,LOC644649
cg23127064,0.024650700677427667,0.10182429072114332,5.257473563540001,2.864591817962695e-7,0.004437513557357534,4.709126201365095,TSPAN4;TSPAN4;TSPAN4;TSPAN4;POLR2L;TSPAN4;TSPAN4
cg23645261,-0.08368419264034102,0.25728231210155145,-5.255578177612295,2.8916208968046777e-7,0.004437513557357534,4.700013509602751,ZNF536
cg07645761,0.17560652610495797,0.6610135833697589,5.234148068758033,3.214977564054009e-7,0.004757535281349851,4.597169633091898,TMPRSS8
cg09639931,-0.14981300994669489,0.2956197062582708,-5.209310542191368,3.6337475737874734e-7,0.005018750461536569,4.478407365864891,ZPBP2;ZPBP2
cg26921482,-0.0429721165112496,0.13772095427758735,-5.1786037553519435,4.22503430027875e-7,0.005647167216609673,4.332226652525817,AMDHD2;AMDHD2
cg22345911,-0.003679836489938061,0.01761918804729541,-5.16609606161219,4.491746565946561e-7,0.005816039783959774,4.272888504153933,CSNK1D;CSNK1D;CSNK1D;CSNK1D
cg06583696,0.004342138240026407,0.03236203351600892,4.86081288898518,1.9314466204030525e-6,0.023537801468555965,2.8618605312425096,ASXL2
cg01083584,0.022979797839814728,0.07794107555395434,4.790573936110322,2.6754063155814517e-6,0.0316726065665599,2.547483920832434,DNAJB1;DNAJB1
