probeID,logFC,AveExpr,t,P.Value,adj.P.Val,B,UCSC_RefGene_Name
cg11643285,-0.16515873098355882,0.8528533403391698,-15.39607331513979,9.842501640916032e-22,4.078191342405353e-16,39.09443883467639,RFTN1
cg24016844,0.034296998461772726,0.05594282819921025,12.132582787455995,2.834319710157301e-17,5.871931001525634e-12,28.77911207447452,C1orf103;C1orf103
cg03687700,-0.0981657156862992,0.10522365941610964,-11.406172602933863,3.3513466972033326e-16,4.628712490842383e-11,26.297757706413137,FKBP1B;FKBP1B
cg12611723,-0.028289814453525953,0.045275009441018435,-9.299786567935964,6.19312097123342e-13,6.415221772064279e-8,18.749639851684215,NPDC1
cg17238319,-0.10383064333404213,0.8404710716801758,-7.98821278644698,8.332824429295662e-11,6.162141376121396e-6,13.84346186755113,RFTN1
cg22266749,0.09078943338299104,0.06898671167534527,7.970103134888303,8.923203672477857e-11,6.162141376121396e-6,13.775063875837736,COL25A1;COL25A1
cg12614687,-0.025333251560326127,0.04804534011091631,-7.598065946093295,3.6513860010721544e-10,2.1142689425269415e-5,12.368030454928762,OTP
cg03608000,-0.01990177711632537,0.0326340525341379,-7.568669661742759,4.0821420652392404e-10,2.1142689425269415e-5,12.256750114472274,ZNF69
cg12052203,0.10247693157084443,0.05916225826816463,7.4025669443444535,7.667989244707288e-10,3.530214448442491e-5,11.627872396124323,B3GNT1;B3GNT1
cg02325951,0.11373933730817232,0.6676829885229496,7.273125884779455,1.2535808367090038e-9,5.1941495178619215e-5,11.137831866749048,FOXN3;FOXN3
cg03691818,-0.0530480454384291,0.057832880074334264,-6.453392945192052,2.8046128557421715e-8,9.68397761427075e-4,8.046227544212126,KRT77
cg16383222,-0.02700853191433758,0.1034209145961733,-6.111526902484057,1.0155621844339075e-7,0.0030056650950661956,6.770398882474659,CYHR1
cg25294185,0.09326199753547532,0.10407200221058989,5.794452103170746,3.3176119009849567e-7,0.009164239354090746,5.599415448134669,RNASEH2C
cg07852945,-0.07167383304830334,0.09166225736984104,-5.733367648871803,4.1618107658964827e-7,0.010777659261221113,5.3755067291846,TLE1
cg03614513,-0.01515738849244197,0.06428219135731711,-5.500769349297366,9.819977839070285e-7,0.0239344630454681,4.528735640070584,TSPAN2
cg12204423,0.01126850980387531,0.04073938101687129,5.4166466873983055,1.3367611433853617e-6,0.03077112755311154,4.224981324276747,PHF17;PHF17
