chr	start	end	value	area	cluster	indexStart	indexEnd	L	clusterL	p.value	fwer	p.valueArea	fwerArea
chr22	46481603	46482023	-0.194361291566142	1.74925162409528	96077	361124	361132	9	9	4.59213839769374e-06	0.088	0.000121388413116395	0.84
chr22	46459890	46460338	-0.235899160852576	0.471798321705151	96067	361100	361101	2	2	7.01817377760742e-06	0.1	0.010041273793342	1
chr3	49314155	49314920	0.176219660953349	1.93841627048684	99087	68485	68495	11	11	6.4983090533402e-06	0.112	7.36475026045223e-05	0.684
chr22	46453808	46454012	-0.221847401847867	0.443694803695734	96064	361092	361093	2	2	1.63757388144173e-05	0.194	0.0116920175811318	1
chr22	46472568	46473721	-0.198726877444918	0.794907509779671	96074	361117	361120	4	4	2.06213007292662e-05	0.24	0.00235420740384409	1
chr6	31650735	31651291	0.122880137166769	1.9660821946683	120730	122974	122989	16	17	2.23541831434903e-05	0.334	6.85354994825613e-05	0.65
chr4	3881390	3881653	-0.197012853031298	0.591038559093894	105651	84035	84037	3	3	3.76901925093732e-05	0.338	0.0055941776537188	1
chr22	24180995	24181665	0.165479109385677	1.32383287508541	94361	356839	356846	8	8	3.26648335081234e-05	0.348	0.000392671155063171	0.978
chr22	46480891	46481099	-0.194564060481207	0.389128120962414	96076	361122	361123	2	2	7.8672861605772e-05	0.478	0.016007414657274	1
chr17	41277974	41278622	-0.127104964299423	1.65236453589251	63421	305687	305699	13	33	4.52282310112478e-05	0.488	0.000156219349642298	0.892
chr22	46458783	46459327	-0.181644401928569	0.544933205785708	96066	361097	361099	3	3	9.47020239373445e-05	0.53	0.00694903176927988	1
chr6	31696102	31696519	-0.101715004412542	1.72915507501322	120751	123133	123149	17	68	4.33220603556013e-05	0.548	0.000127713433928313	0.844
chr13	111217611	111217611	0.200738485856818	0.200738485856818	41782	252349	252349	1	2	0.000207859245586175	0.646	0.0647271438008211	1
chr10	11206221	11206892	-0.138224188190085	1.24401769371076	16210	188760	188768	9	9	0.000109604812699671	0.676	0.000501496170676441	0.988
chr7	45921668	45921668	0.199134039055179	0.199134039055179	130081	149849	149849	1	1	0.000229260343401842	0.676	0.0657587287020087	1
chr7	1303218	1303351	-0.171313963318699	0.513941889956098	127305	142475	142477	3	3	0.000178746821027211	0.684	0.00807315259138702	1
chr3	181413810	181414237	-0.152569655331424	0.915417931988542	103624	78741	78746	6	9	0.000146428564001933	0.7	0.00149851006770025	1
