chr	start	end	value	area	cluster	indexStart	indexEnd	L	clusterL	p.value	fwer	p.valueArea	fwerArea
chr16	2892518	2892518	0.17581852575503	0.17581852575503	64131	325783	325783	1	6	3.85959243806595e-06	0.012	0.0718121282730033	1
chr4	6010075	6010164	0.152432337292994	0.304864674585988	124808	97721	97722	2	2	2.4260295324986e-05	0.046	0.0206857613569886	1
chr3	16411667	16411667	-0.162337893964193	0.162337893964193	114261	74433	74433	1	1	2.20548139318054e-05	0.05	0.0833142651087881	1
chr11	85393693	85393895	-0.140290154606424	0.420870463819272	34123	256480	256482	3	3	4.19041464704303e-05	0.094	0.00888312768138293	1
chr6	49681178	49681774	-0.11040977993309	0.993688019397811	146330	152289	152297	9	9	4.30068871670206e-05	0.122	0.000343503726987869	0.57
chr10	51572113	51572718	-0.101806544943302	1.01806544943302	21014	223558	223567	10	10	6.56130714471211e-05	0.174	0.000304356432258915	0.534
chr16	511188	511188	0.142321255270539	0.142321255270539	63162	322725	322725	1	1	0.000157691919612409	0.242	0.0998024440042058	1
chr19	57742112	57742444	-0.100980276521183	0.908822488690651	90334	393044	393052	9	10	0.000110825440007322	0.26	0.000512774423914476	0.674
chr7	155165471	155166290	-0.10785168010859	0.647110080651538	161935	187935	187940	6	21	0.000211174843397037	0.342	0.00219555672691123	0.964
chr3	16428391	16428391	-0.13690510340441	0.13690510340441	114262	74434	74434	1	1	0.000261900915440189	0.344	0.106722693245658	1
chr10	134150489	134150760	-0.103113107058197	0.721791749407377	26438	236086	236092	7	7	0.000208417991655561	0.372	0.00144183346079178	0.898
chr10	88702316	88702795	-0.118464369785869	0.355393109357608	22971	227441	227443	3	6	0.000355633874650362	0.418	0.0140566356594362	1
chr3	134031551	134032590	-0.10049306259082	0.703451438135738	120310	87150	87156	7	7	0.000269068729968026	0.432	0.00158353564030363	0.918
chr22	32599511	32599648	0.116641051945293	0.349923155835878	111292	409889	409891	3	3	0.000424003797838959	0.468	0.0146267525995733	1
chr2	236586191	236586744	-0.106673457991234	0.533367289956172	103862	69285	69289	5	5	0.000385959243806595	0.476	0.00430289419809524	1
chr8	144361073	144361315	0.118880000147568	0.237760000295137	170333	206337	206338	2	2	0.000553575829688316	0.508	0.0372445156569881	1
chr17	78803125	78803474	-0.099594755339921	0.597568532039526	79316	363130	363135	6	6	0.000457086018736667	0.534	0.00294431765989602	0.988
chr4	4859772	4860439	-0.0577326247952659	0.750524122338457	124723	97470	97482	13	32	0.000269068729968026	0.536	0.001212463395901	0.872
chr7	5390781	5391498	-0.0921655102552148	0.737324082041718	153352	168915	168922	8	13	0.000379894169975348	0.55	0.00131060731789754	0.886
chr19	12886980	12886986	0.113226183069169	0.339678549207506	85163	378888	378890	3	11	0.000599890938945107	0.564	0.015791798145521	1
chr10	134143489	134143535	-0.117204699941345	0.234409399882689	26435	236070	236071	2	2	0.000661093047605867	0.566	0.0384900612737868	1
chr11	65487814	65487814	0.125851408612615	0.125851408612615	32148	251422	251422	1	5	0.000774675339354665	0.58	0.127149861909296	1
chr12	132845336	132845530	-0.111791319991935	0.335373959975805	46211	284182	284184	3	6	0.000687558824324034	0.606	0.0162929937921212	1
chr2	24397787	24398859	-0.084519048592566	0.760671437333094	92439	45352	45360	9	11	0.000471973018140636	0.624	0.00114905580584706	0.862
chr7	157258677	157259343	-0.100200451833855	0.501002259169273	162259	188886	188890	5	5	0.000693072527806985	0.636	0.00527716560353274	1
chr3	42977845	42978248	-0.0914301368348023	0.640010957843616	115432	76864	76870	7	8	0.000610366975562715	0.654	0.00228873831577311	0.966
chr2	39470725	39471182	-0.0997070639841258	0.498535319920629	93509	47684	47688	5	5	0.000726154748704693	0.654	0.00536593622960826	1
chr16	3242639	3242850	0.109533709160019	0.328601127480058	64280	326194	326196	3	7	0.000868959668913133	0.664	0.0171663644238207	1
chr8	644861	644878	0.113378041123421	0.226756082246843	162857	190523	190524	2	4	0.000973720035089209	0.666	0.0414707693766703	1
chr17	48194500	48195107	-0.0983208951495547	0.491604475747774	76270	355670	355674	5	5	0.000824850041049522	0.676	0.00560081999798198	1
chr3	96533699	96534005	-0.108506262824931	0.325518788474792	118167	82773	82775	3	12	0.000951113850809108	0.692	0.0175683134077279	1
chr4	24801110	24801425	-0.112254194441349	0.224508388882698	125891	100008	100009	2	4	0.00108454547509653	0.694	0.0423932119693681	1
chr1	205818956	205819609	-0.0859652506332517	0.687722005066014	14862	35039	35046	8	10	0.000645103307505308	0.698	0.00173295700469161	0.928
chr12	115112189	115112626	-0.101503337027569	0.406013348110275	44320	279479	279482	4	4	0.000958281665336945	0.712	0.00982156001418124	1
chr18	74535634	74535991	-0.0966890909050268	0.483445454525134	81861	370426	370430	5	8	0.000959935776381831	0.722	0.00589690587501647	1
chr10	133793442	133793734	-0.0966495772412652	0.483247886206326	26328	235718	235722	5	5	0.000964346739168192	0.722	0.00590186820815113	1
chr11	31820441	31821452	0.0879939809755993	0.615957866829195	29654	245077	245083	7	13	0.000820439078263161	0.728	0.00262727970962632	0.976
chr19	38039469	38039469	-0.120055908723754	0.120055908723754	87195	384572	384572	1	4	0.00136078201959239	0.738	0.142172498418946	1
chr16	2892766	2892809	0.106417468628167	0.319252405884501	64131	325785	325787	3	6	0.00115291539828513	0.75	0.018433413484203	1
chr18	72925513	72925513	-0.118777218354911	0.118777218354911	81791	370290	370290	1	1	0.00157030275194455	0.756	0.145835803013018	1
chr8	128388831	128388831	0.11765065463958	0.11765065463958	169095	203800	203800	1	1	0.00175390907792683	0.786	0.149211292285281	1
chr17	28087898	28088606	0.0978034189979267	0.391213675991707	73735	348937	348940	4	4	0.00137787450038954	0.79	0.0109016945264914	1
chr2	37571677	37572396	-0.0817880513914123	0.654304411131299	93332	47367	47374	8	10	0.000925199444439237	0.798	0.00210347787874594	0.956
chr4	155702341	155703138	-0.0814775080541642	0.651820064433313	130307	109318	109325	8	11	0.000945048776977862	0.798	0.00213876558103683	0.956
chr17	79420145	79420424	-0.103524861147384	0.310574583442151	79589	364003	364005	3	8	0.00149752186596959	0.798	0.0197285824323482	1
chr5	135416331	135416594	-0.0808431283596566	0.646745026877253	137682	125340	125347	8	20	0.000996326219369309	0.816	0.00219996768969759	0.964
chr10	135153937	135153972	0.10207532508244	0.306225975247321	26866	237597	237599	3	3	0.00170704259832174	0.822	0.0204635591066257	1
chr12	4433587	4433983	-0.0960135952770314	0.384054381108126	37878	264581	264584	4	4	0.0016204774536394	0.834	0.011465195022449	1
chr10	125033770	125034818	-0.0663167035247817	0.663167035247817	25498	233686	233695	10	10	0.000947805628719338	0.85	0.00199099832769373	0.946
chr12	75728104	75728471	-0.0824496937977566	0.577147856584296	42214	274902	274908	7	8	0.00132328883590832	0.854	0.0032977460531532	0.988
chr7	56515510	56516243	0.0727060704391744	0.654354633952569	156381	175599	175607	9	12	0.00110163795589368	0.86	0.00210237513804935	0.956
chr11	118842387	118842650	-0.0814165447024869	0.569915812917408	35789	260094	260100	7	12	0.00144238483114007	0.866	0.00344496193614801	0.994
chr7	157561010	157561161	0.0940244344464427	0.376097737785771	162393	189340	189343	4	4	0.00195240240331307	0.878	0.01212463395901	1
chr2	11828697	11828758	-0.0988358690339895	0.296507607101968	91827	44192	44194	3	3	0.00229645750064924	0.882	0.0221369681137014	1
chr7	152163944	152163944	-0.113660086514445	0.113660086514445	161784	187601	187601	1	1	0.00263058793171609	0.882	0.161801834188601	1
chr9	116812263	116812388	-0.104296261923317	0.208592523846634	173414	212251	212252	2	6	0.00230913901866003	0.884	0.0492969201003715	1
chr3	147105899	147107349	0.0769956462834732	0.615965170267786	120920	88579	88586	8	8	0.00133541898357082	0.888	0.00262727970962632	0.976
chr6	164506197	164507305	-0.061212478835873	0.61212478835873	151074	162345	162354	10	10	0.00110990851111811	0.892	0.00269234141072515	0.98
chr7	155258315	155258411	-0.103428974719555	0.20685794943911	161957	188024	188025	2	4	0.00250597823300139	0.894	0.0501631229175431	1
chr4	165898666	165898967	-0.0763218863007131	0.610575090405704	130560	109829	109836	8	9	0.00140654575850089	0.896	0.00271494759500525	0.98
chr18	580334	580435	0.103311218020103	0.206622436040207	80219	366070	366071	2	9	0.00253244400971956	0.896	0.0502767052092919	1
chr16	4729905	4730657	-0.0891401036874429	0.445700518437215	64580	326945	326949	5	5	0.00188623796151766	0.898	0.00750139358855532	1
chr8	141034008	141034345	0.0977056043657486	0.293116813097246	169705	204771	204773	3	3	0.00254347141668546	0.902	0.0227484378299607	1
chr21	34395093	34395699	-0.0920782850737459	0.368313140294984	108820	403951	403954	4	4	0.00233009109189524	0.906	0.0128000626356716	1
chr19	45260353	45261004	0.092068718759086	0.368274875036344	88164	387238	387241	4	5	0.00233064246224354	0.906	0.0128039222281096	1
chr5	178004204	178004204	0.111791284304926	0.111791284304926	140867	132438	132438	1	5	0.00314336235563057	0.906	0.167895579277958	1
chr3	147121892	147123475	0.0752545520366227	0.602036416292982	120927	88628	88635	8	8	0.00151240886537356	0.912	0.00286106073730346	0.984
chr15	94346817	94346887	-0.0971625566484639	0.291487669945392	62462	321122	321124	3	5	0.00266863248574846	0.914	0.0230549997436128	1
