chr	start	end	value	area	cluster	indexStart	indexEnd	L	clusterL	p.value	fwer	p.valueArea	fwerArea
chr17	41277847	41278622	-0.186658648818879	2.61322108346431	75255	352850	352863	14	34	1.98143456777215e-06	0.042	2.99501455820944e-05	0.466
chr6	49681178	49681774	-0.214755690728952	1.93280121656057	146330	152289	152297	9	9	2.28627065512171e-06	0.052	0.000109436155358493	0.832
chr12	115134344	115135664	-0.1010484320483	2.82935609735239	44333	279539	279566	28	55	6.63018489985296e-06	0.16	2.14909441581441e-05	0.39
chr19	2425476	2425476	-0.238015769042109	0.238015769042109	83196	373609	373609	1	3	2.53013952500136e-05	0.198	0.0520628791494098	1
chr12	122356033	122356852	0.17451652328952	1.39613218631616	44955	281143	281150	8	10	2.42344689442901e-05	0.298	0.000422197980979143	0.982
chr3	147108512	147108916	0.198983913835699	0.596951741507098	120922	88588	88590	3	3	4.32105153818003e-05	0.364	0.00657866760109089	1
chr6	28956226	28956804	-0.0991422291314811	2.0819868117611	143688	139394	139414	21	21	2.70542027522736e-05	0.438	8.04005180384468e-05	0.748
chr3	13008878	13009509	-0.152787085562285	1.52787085562285	113883	73692	73701	10	10	4.31343063599629e-05	0.446	0.000290203955156783	0.968
chr7	94284865	94285642	-0.105400710793391	2.00261350507444	157899	178724	178742	19	90	2.95691004729075e-05	0.456	9.32798427289658e-05	0.794
chr17	38024394	38024636	-0.198405095962339	0.396810191924679	74635	351212	351213	2	6	7.85715015143495e-05	0.472	0.0179280961782242	1
chr8	124172871	124173231	-0.187729031570398	0.563187094711193	168830	203315	203317	3	6	8.85548833750476e-05	0.506	0.007682783909471	1
chr11	128693961	128694679	-0.160471972866279	1.12330381006395	36793	262199	262205	7	12	7.78094112959756e-05	0.56	0.000945753961002015	0.998
chr3	147105899	147107349	0.151282519314231	1.21026015451385	120920	88579	88586	8	8	9.42705600128519e-05	0.636	0.000720403883428851	0.998
chr8	54817069	54817069	-0.202419736438466	0.202419736438466	166207	197781	197781	1	1	0.000264140469688395	0.636	0.0702686810032095	1
chr12	104609432	104609980	-0.153559876853927	1.07491913797749	43343	277138	277144	7	7	0.000117133266564069	0.66	0.00110221108283418	1
chr6	10382738	10383164	-0.157926491797491	0.947558950784948	142183	135482	135487	6	11	0.000126888021359255	0.664	0.00167979925933976	1
chr20	29551622	29551622	-0.20040455050293	0.20040455050293	106059	396674	396674	1	1	0.000295386168641725	0.664	0.0715409906227847	1
chr13	100547192	100549017	0.115240520982022	1.6133672937483	49813	292079	292092	14	14	7.55993496626912e-05	0.682	0.000234190324106301	0.954
chr20	61560373	61561020	-0.154686362004519	0.928118172027116	108067	402189	402194	6	6	0.000154018433133366	0.706	0.00179792324318771	1
chr13	20392406	20392981	-0.15411159184332	0.92466955105992	46538	285247	285252	6	6	0.000159124437596471	0.718	0.00181857588810565	1
chr6	30139903	30140417	0.122732735794663	1.47279282953596	143922	140857	140868	12	24	0.000106845048616021	0.734	0.000343855106530305	0.978
chr7	19183231	19185407	0.101170306443818	1.61872490310108	153978	170298	170313	16	16	8.35250879337798e-05	0.76	0.000230684709101781	0.952
chr7	150497065	150499362	-0.0994626557076069	1.59140249132171	161479	186779	186794	16	17	8.95456006589337e-05	0.77	0.000247679320971519	0.96
