chr	start	end	value	area	cluster	indexStart	indexEnd	L	clusterL	p.value	fwer	p.valueArea	fwerArea
chr22	46459890	46460338	-0.239159116390116	0.478318232780233	96067	361100	361101	2	2	4.4113186131956e-06	0.07	0.00968319034173793	1
chr22	46481603	46482023	-0.196538421133112	1.76884579019801	96077	361124	361132	9	9	4.75730438677957e-06	0.082	0.000124122396273249	0.802
chr3	49314155	49314920	0.176587557043248	1.94246312747573	99087	68485	68495	11	11	7.7846799056393e-06	0.13	8.29500892167565e-05	0.708
chr22	46453808	46454012	-0.224014481835162	0.448028963670325	96064	361092	361093	2	2	1.21095020754389e-05	0.178	0.0113720333990447	1
chr22	46472568	46473721	-0.200370321452712	0.801481285810848	96074	361117	361120	4	4	1.85967353301383e-05	0.24	0.00229129078555983	1
chr6	31650735	31651291	0.12578964430689	2.01263430891024	120730	122974	122989	16	17	1.93752033207023e-05	0.308	6.91106582733978e-05	0.668
chr22	24180995	24181665	0.169742173986469	1.35793739189175	94361	356839	356846	8	8	2.81113441036975e-05	0.332	0.000366658423555611	0.972
chr4	3881390	3881653	-0.198984444342377	0.596953333027131	105651	84035	84037	3	3	3.3733612924437e-05	0.342	0.00544322118290979	1
chr22	46480891	46481099	-0.195916443869625	0.391832887739249	96076	361122	361123	2	2	7.20515373488615e-05	0.496	0.0156442657312595	1
chr17	41277974	41278622	-0.12888605211151	1.67551867744963	63421	305687	305699	13	33	4.60161078866679e-05	0.506	0.00015776951275429	0.852
chr22	46458783	46459327	-0.184509519176329	0.553528557528986	96066	361097	361099	3	3	8.32095785469445e-05	0.514	0.00664699218565181	1
chr6	31696102	31696519	-0.105436067532853	1.7924131480585	120751	123133	123149	17	68	4.26427465942242e-05	0.524	0.000117116184358173	0.784
chr2	42411760	42411760	0.201447885416969	0.201447885416969	80128	42381	42381	1	1	0.000172473908131608	0.642	0.064003389276638	1
chr3	181413810	181414237	-0.157491203971549	0.944947223829293	103624	78741	78746	6	9	0.00011460778749969	0.662	0.00133550508603412	1
chr10	11206221	11206892	-0.141956818482631	1.27761136634368	16210	188760	188768	9	9	9.46271090752155e-05	0.67	0.000461458525517619	0.986
chr13	111217611	111217611	0.197929440317964	0.197929440317964	41782	252349	252349	1	2	0.000213127236527725	0.702	0.0661988420029151	1
chr7	45921668	45921668	0.197882624463325	0.197882624463325	130081	149849	149849	1	1	0.000213992200961685	0.702	0.0662277318150094	1
chr7	1303218	1303351	-0.17174392253581	0.51523176760743	127305	142475	142477	3	3	0.000172733397461796	0.708	0.00800438087186512	1
chr6	30038910	30039202	0.0784858368372231	1.41274506307002	120383	119979	119996	18	45	6.40073681130342e-05	0.71	0.000314847053961412	0.962
chr1	91301204	91301962	-0.153190787538118	0.91914472522871	8026	19445	19450	6	6	0.000144449060471307	0.722	0.00146187638983566	1
chr2	23646176	23646462	0.169240820573171	0.507722461719514	79070	40007	40009	3	3	0.000200239266461722	0.734	0.0083111837565907	1
chr5	170738059	170740937	-0.106985895059123	1.49780253082772	117055	111188	111201	14	14	9.72220023770953e-05	0.748	0.00024841778543329	0.936
chr9	109848356	109848356	0.193201108793045	0.193201108793045	144241	181986	181986	1	1	0.000290974035584118	0.778	0.0692999124915482	1
chr8	80803196	80803954	0.148946034211952	0.893676205271711	139312	171715	171720	6	8	0.000182853481339128	0.782	0.00160597946453339	1
chr12	16761002	16761118	-0.165710017549887	0.49713005264966	32848	230230	230232	3	3	0.00024625537434839	0.786	0.00877982148691019	1
chr6	41528345	41528785	-0.143012695140086	1.0010888659806	121954	129358	129364	7	8	0.000185880856857987	0.798	0.00109625592360081	1
chr17	79010831	79011542	-0.158367987404234	0.633471949616938	67197	315466	315469	4	5	0.000227312653244668	0.798	0.00461545021961015	1
chr1	91184770	91185749	-0.135741050966448	1.08592840773159	8017	19392	19399	8	25	0.000177923184065556	0.804	0.000829154906393981	0.998
chr2	64431470	64431470	0.191132600915942	0.191132600915942	81031	44452	44452	1	1	0.00033041641377269	0.804	0.0707089395544689	1
chr2	71115225	71116765	0.11738159635286	1.29119755988146	81450	45344	45354	11	13	0.00015517461945241	0.824	0.00044415923683842	0.986
chr4	74368966	74368966	0.189162151194005	0.189162151194005	107757	88892	88892	1	1	0.000379892379395198	0.824	0.0720939206061256	1
chr22	51016501	51017162	0.105254094504229	1.36830322855497	96645	362331	362343	13	15	0.000141508181395843	0.836	0.000354548921480172	0.97
chr1	10847541	10847594	-0.168588890106025	0.337177780212049	2345	6027	6028	2	2	0.000352559503282064	0.842	0.0220516627687044	1
chr6	41410759	41411128	-0.153152681434794	0.612610725739178	121928	129299	129302	4	4	0.000302045580338805	0.846	0.00506678866125043	1
chr4	24801110	24801801	-0.159896057172734	0.479688171518202	106754	86506	86508	3	4	0.000346677745131137	0.854	0.00961650158387962	1
chr8	97157453	97158015	-0.145841136090303	0.729205680451516	139689	172574	172578	5	5	0.000303602516319933	0.856	0.00306344453575586	1
chr2	105087010	105087010	0.185721868225373	0.185721868225373	82883	48728	48728	1	1	0.000477719856876065	0.86	0.07462169266793	1
chr14	73958272	73958888	0.144638764612161	0.723193823060804	44774	260226	260230	5	5	0.000325918598716099	0.864	0.00314163732058583	1
